"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","order","class","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem"
"587","2019-12-17 10:44:56-03","UFPE","UFP","77480","PreservedSpecimen","Plantae",NA,"Cyphaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Verdi, M.; Pougy, N.; Maurenza, D.; Martins, E. & Dalcin, E.","6573","2013","10","15","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional Serra do Cipó, Alto Palácio, trilha para as Vellozia gigantea.","-43.3763999938965","-19.2155990600586","-43318","-19145","18539",NA,"1308",NA,"Encontrada em campo graminoso seco, com pequenos arbustos ou arvoretas, ás vezes pedregoso ou arenoso; próximo a rodovia MG-010; Onde observou-se a ocorrência de turismo (visitação) e fogo.; Folhas verdes; frequente; Altura: 30 cm.; Sa","auto",NA,NA,NA,NA,"UFP077480",NA,NA,NA,NA,NA
"588","2018-10-26 11:46:28-03","Cenargen","CEN","92701","S","Plantae",NA,"Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz",NA,NA,NA,NA,"M. A. Pena","581","2007","11","12","Brasil","MG","MORRO DO PILAR","Parque Nacional da Serra do Cipó. Acesso pelo Km 123 da rodovia MG 010, afloramento de velózias gigantes.","-43.510555","-19.246944","-43,510555","-19,246944",NA,"1265","1265","1","Folhas concolores verde escuro. Sépalas verdes. Doação Universidade de São Paulo - Herbário SPF.",NA,NA,NA,NA,"Exsicatas","CEN00092701","CEN00092701",NA,NA,NA,NA
"589","2018-10-26 11:54:27-03","Cenargen","CEN","105468","S","Plantae",NA,"Lauraceae","Ocotea","tristis","Ocotea tristis","(Nees & Mart.) Mez","G. M. Antar",NA,NA,NA,"M. A. Pena","144","2007","05","29","Brasil","MG","MORRO DO PILAR","Parque Nacional da Serra do Cipó. Acesso pelo km 123 da rodovia MG 010, afloramento das velózias gigantes.","-43.510555","-19.246944","-43,510555","-19,246944",NA,"1265","1265","1","Folha discolor. Doação da Universidade de São Paulo. Herbário SPF.",NA,NA,NA,NA,"Exsicatas","CEN00105468","CEN00105468",NA,NA,NA,NA
"590","2019-06-27 15:42:12-03","Cenargen","CEN","104312","S","Plantae",NA,"Polygalaceae","Polygala","densifolia","Polygala densifolia","A.St.-Hil. & Moq.","J. F. B. Pastore","2018","01",NA,"João Bernardo de Azevedo Bringel Jr.","1123","2014","11","04","Brasil","MG","MORRO DO PILAR","PARNA da Serra do Cipó, próximo à portaria de Alto Palácio.","-43.532222","-19.261111","-43,532222","-19,261111",NA,NA,NA,"4",NA,NA,NA,NA,NA,"Exsicatas","CEN00104312","CEN00104312",NA,NA,NA,NA
"591","2018-10-26 12:02:56-03","Cenargen","CEN","98193","S","Plantae",NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus","(Nees ex Trin.) Kuhlm.","D. Dedecca",NA,NA,NA,"George A. Black","11811","1947","10","29","Brasil","MG","MORRO DO PILAR","Cruzamento das estradas Morro do Pilar e Conceição, km 137; -19.2156 N; -43.3764 L. (Coordenadas: Municípios).","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,"1","Doação do Herbário IAC 17.268.","auto",NA,NA,NA,"Exsicatas","CEN00098193","CEN00098193",NA,NA,NA,NA
"592","2018-10-26 11:55:10-03","Cenargen","CEN","71986","S","Plantae",NA,"Lythraceae","Cuphea","ericoides","Cuphea ericoides","Cham. & Schltdl.","T. B. Cavalcanti",NA,NA,NA,"Anajúlia Elizabete Heringer Salles","3926","2005","12","08","Brasil","MG","MORRO DO PILAR","Estrada Real, entre Morro do Pilar e Itambé do Mato Dentro. 23g 66' 77'' 788g 66' 26''","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,"2","Campo rupestre. Doação HEPH 22271-2","auto",NA,NA,NA,"Exsicatas","CEN00071986","CEN00071986",NA,NA,NA,NA
"593","2018-10-26 12:01:11-03","Cenargen","CEN","101424","S","Plantae",NA,"Orchidaceae","Habenaria","mystacina","Habenaria mystacina","Lindl.","N. F. O. Mota",NA,NA,NA,"Nara F. O. Mota","2181","2011","04","06","Brasil","MG","MORRO DO PILAR","PARNA Serra do Cipó - trilha do vale do córrego do Salitreiro, campo limpo próximo ao Pico do Salitreiro.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,"1","Flores verdes recoberta por tricomas. Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 149627.","auto",NA,NA,NA,"Exsicatas","CEN00101424","CEN00101424",NA,NA,NA,NA
"594","2019-06-27 15:37:12-03","Cenargen","CEN","98256","S","Plantae",NA,"Lamiaceae","Hyptis","xanthiocephala","Hyptis xanthiocephala","Mart. ex Benth.","M. A. Pena","2009",NA,NA,"M. A. Pena","140","2007","05","29","Brasil","MG","MORRO DO PILAR","Parque Nacional da Serra do Cipó. Acesso pelo km 123 da rodovia MG 010, afloramento das velózias gigantes.","-43.3763999938965","-19.2155990600586",NA,NA,"18539","1265","1265","1","Brácteas involucrais, Doação da Universidade de São Paulo. Herbário SPF.","auto",NA,NA,NA,"Exsicatas","CEN00098256","CEN00098256",NA,NA,NA,NA
"595","2018-10-26 11:56:08-03","Cenargen","CEN","96835","S","Plantae",NA,"Lythraceae","Diplusodon","hirsutus","Diplusodon hirsutus","(Cham. & Schltdl.) A.DC.","T. B. Cavalcanti",NA,NA,NA,"M. A. Pena","149","2007","05","30","Brasil","MG","MORRO DO PILAR","Parque Nacional da Serra do Cipó. Acesso pelo km 123 da rodovia MG 010, afloramento das velózias gigantes.","-43.3763999938965","-19.2155990600586",NA,NA,"18539","1265","1265","1","Folhas discolores, nervuras da face abaxial claras. Doação da Universidade de São Paulo. Herbário SPF.","auto",NA,NA,NA,"Exsicatas","CEN00096835","CEN00096835",NA,NA,NA,NA
"596","2019-06-27 15:40:14-03","Cenargen","CEN","33555","S","Plantae",NA,"Orchidaceae","Habenaria","fluminensis","Habenaria fluminensis","Hoehne","J. A. N. Batista & L. B. Bianchetti","1999","03",NA,"João Aguiar Nogueira Batista","904","1999","03","13","Brasil","MG","MORRO DO PILAR","Serra do Cipó. Em barranco a esquerda da estrada cerca de 9,5 km após o entroncamento para Morro do Pilar, na altura do km 138, na direção de Conceição do Mato Dentro.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,"3","Erva terrestre, em vegetação alterada em barranco a beira da estrada, mas com mata circundante. observado somente um pequeno conjunto de plantas. Em início de floração. Flores verdes. Pétalos e labelo com a base mais clara. Flora","auto",NA,NA,NA,"Exsicatas","CEN00033555",NA,NA,NA,NA,NA
"597","2019-07-24 16:10:44-03","SMITHSONIAN","US","2754467","PreservedSpecimen","Plantae",NA,"Polygalaceae","Securidaca","lanceolata","Securidaca lanceolata","A. St.-Hil.",NA,NA,NA,NA,"G. Hatschbach & L. Ferreira","35377","1974","10","26","Brazil","Minas Gerais","Morro do Pilar","Rio Repicão","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"<a href=http://n2t.net/ark:/65665/3adcc0c4a-c5ec-44ae-833b-810ace927798 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","Polygalales","Dicotyledonae","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA
"598","2019-07-24 16:29:57-03","SMITHSONIAN","US","2754750","PreservedSpecimen","Plantae",NA,"Velloziaceae","Vellozia","nivea","Vellozia nivea","L.B. Sm. & Ayensu",NA,NA,NA,NA,"G. Hatschbach & C. Koczicki",NA,"1974","10","26","Brazil","Minas Gerais","Morro do Pilar","Morro do Pilar, arredores","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"<a href=http://n2t.net/ark:/65665/3eb0b26dd-2092-4634-b9fd-6626026e0c2b target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","Liliales","Monocotyledonae","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA
"599","2019-07-24 16:12:37-03","SMITHSONIAN","US","2931657","PreservedSpecimen","Plantae",NA,"Fabaceae","Cassia","ferruginea","Cassia ferruginea ferruginea",NA,NA,NA,NA,NA,"G. Hatschbach","35370","1974","10","26","Brazil","Minas Gerais","Morro do Pilar","Rio repicao","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"<a href=http://n2t.net/ark:/65665/3f8b9c5e7-156e-44af-88d9-6b85e2234834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","Rosales","Dicotyledonae","South America - Neotropics",NA,"US00319309",NA,"ferruginea",NA,NA,NA
"600","2020-03-02 12:28:13-03","MN","R-BRYOPHYTA","236186","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","exile","Brachymenium exile","(Dozy & Molk.) Bosch & Sande Lac.","Gaspar, E.P.","2017",NA,NA,"Gaspar, E.P.; Santos, N.D.","30",NA,NA,NA,"Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","1308","1308",NA,NA,"auto","Bryales","Bryopsida",NA,NA,"R000236186","R000236186_001",NA,NA,NA,NA
"601","2020-03-02 12:28:52-03","MN","R-BRYOPHYTA","236183","PreservedSpecimen","Plantae","Bryophyta","Polytrichaceae","Polytrichum","juniperinum","Polytrichum juniperinum","Willd. ex Hedw.","Gaspar, E.P.","2017",NA,NA,"Gaspar, E.P.; Santos, N.D.","27",NA,NA,NA,"Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","1311","1311",NA,NA,"auto","Polytrichales","Bryopsida",NA,NA,"R000236183","R000236183_001",NA,NA,NA,NA
"602","2020-03-02 12:28:49-03","MN","R-BRYOPHYTA","236191","PreservedSpecimen","Plantae","Bryophyta","Orthotrichaceae","Schlotheimia","trichomitria","Schlotheimia trichomitria","Schwägr.","Gaspar, E.P.","2017",NA,NA,"Gaspar, E.P.; Santos, N.D.","35",NA,NA,NA,"Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","1278","1278",NA,NA,"auto","Orthotrichales","Bryopsida",NA,NA,"R000236191","R000236191_001",NA,NA,NA,NA
"603","2020-03-02 12:28:40-03","MN","R-BRYOPHYTA","236184","PreservedSpecimen","Plantae","Bryophyta","Hypnaceae","Isopterygium","tenerum","Isopterygium tenerum","(Sw.) Mitt.","Gaspar, E.P.","2017",NA,NA,"Gaspar, E.P.; Santos, N.D.","28",NA,NA,NA,"Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","1311","1311",NA,NA,"auto","Hypnales","Bryopsida",NA,NA,"R000236184","R000236184_001",NA,NA,NA,NA
"604","2020-03-02 12:28:25-03","MN","R-BRYOPHYTA","236190","PreservedSpecimen","Plantae","Bryophyta","Orthotrichaceae","Groutiella","apiculata","Groutiella apiculata","(Hook.) H.A. Crum & Steere","Santos, N.D.","2017",NA,NA,"Gaspar, E.P.; Santos, N.D.","34",NA,NA,NA,"Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","1278","1278",NA,NA,"auto","Dicranales","Bryopsida",NA,NA,"R000236190","R000236190_001",NA,NA,NA,NA
"605","2019-12-03 09:43:10-03","MN","R-BRYOPHYTA","236187","PreservedSpecimen","Plantae","Marchantiophyta","Lejeuneaceae","Cheilolejeunea","trifaria","Cheilolejeunea trifaria","(Reinw., Blume & Nees) Mizut.","Santos, N.D.","2017",NA,NA,"Gaspar, E.P.; Santos, N.D.","31",NA,NA,NA,"Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","1278","1278",NA,NA,"auto","Porellales","Jungermanniopsida",NA,NA,"R000236187","R000236187_001",NA,NA,NA,NA
"606","2019-12-03 09:43:10-03","MN","R-BRYOPHYTA","236185","PreservedSpecimen","Plantae","Marchantiophyta","Lejeuneaceae","Archilejeunea","fuscescens","Archilejeunea fuscescens","(Hampe ex Lehm.) Fulford","Santos, N.D.","2017",NA,NA,"Gaspar, E.P.; Santos, N.D.","29",NA,NA,NA,"Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","1308","1308",NA,NA,"auto","Porellales","Jungermanniopsida",NA,NA,"R000236185","R000236185_001",NA,NA,NA,NA
"607","2020-03-02 12:29:00-03","MN","R-BRYOPHYTA","236189","PreservedSpecimen","Plantae","Marchantiophyta","Frullaniaceae","Frullania","brasiliensis","Frullania brasiliensis","Raddi","Gaspar, E.P.","2017",NA,NA,"Gaspar, E.P.; Santos, N.D.","33",NA,NA,NA,"Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","1278","1278",NA,"com perianto","auto","Porellales","Jungermanniopsida",NA,NA,"R000236189","R000236189_001",NA,NA,NA,NA
"608","2020-03-02 12:28:19-03","MN","R-BRYOPHYTA","236194","PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","introflexus","Campylopus introflexus","(Hedw.) Brid.","Gaspar, E.P.","2017",NA,NA,"Gaspar, E.P.; Santos, N.D.","38",NA,NA,NA,"Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","1368","1368",NA,NA,"auto","Dicranales","Bryopsida",NA,NA,"R000236194","R000236194_001",NA,NA,NA,NA
"609","2019-12-03 09:43:07-03","MN","R-BRYOPHYTA","236192","PreservedSpecimen","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","uncigera","Metzgeria uncigera","A. Evans","Santos, N.D.","2017",NA,NA,"Gaspar, E.P.; Santos, N.D.","36",NA,NA,NA,"Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","1278","1278",NA,NA,"auto","Metzgeriales","Jungermanniopsida",NA,NA,"R000236192","R000236192_001",NA,NA,NA,NA
"610","2020-03-02 12:28:19-03","MN","R-BRYOPHYTA","236193","PreservedSpecimen","Plantae","Bryophyta","Calymperaceae","Syrrhopodon","parasiticus","Syrrhopodon parasiticus","(Sw. ex Brid.) Besch.","Gaspar, E.P.","2017",NA,NA,"Gaspar, E.P.; Santos, N.D.","37",NA,NA,NA,"Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","1278","1278",NA,NA,"auto","Dicranales","Bryopsida",NA,NA,"R000236193","R000236193_001",NA,NA,NA,NA
"611","2019-12-03 09:43:11-03","MN","R-BRYOPHYTA","236188","PreservedSpecimen","Plantae","Marchantiophyta","Lejeuneaceae","Harpalejeunea","subacuta","Harpalejeunea subacuta","A. Evans","Santos, N.D.","2017",NA,NA,"Gaspar, E.P.; Santos, N.D.","32",NA,NA,NA,"Brasil","Minas Gerais","Morro do Pilar",NA,"-43.3763999938965","-19.2155990600586",NA,NA,"18539","1278","1278",NA,"Pro part Frullania brasiliensis Raddi.","auto","Porellales","Jungermanniopsida",NA,NA,"R000236188","R000236188_001",NA,NA,NA,NA
"612","2019-11-13 11:26:33-03","USP","SPF","218053","PreservedSpecimen","Plantae",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","Pena, MA","2009",NA,NA,"Pena, MA","755","2008","03","11","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, lado direito, sentido Morro do Pilar.","-43.511667","-19.247222","-43.511667","-19.247222",NA,"1280","1280",NA,"Subarbusto. Folhas discolores com face abaxial alvo-esverdeadas. Sépalas verdes. Estigma vináceo.",NA,NA,NA,NA,NA,"SPF00218053",NA,NA,NA,NA,NA
"613","2019-11-13 11:26:33-03","USP","SPF","218306","PreservedSpecimen","Plantae",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","Pena, MA","2009",NA,NA,"Pena, MA","10A","2007","11","12","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, lado direito, sentido Morro do Pilar.","-43.511667","-19.247222","-43.511667","-19.247222",NA,"1280","1280",NA,"Flores alvas, estames amarelos a alvos, cálice esverdeado com mancha vermelha.",NA,NA,NA,NA,NA,"SPF00218306",NA,NA,NA,NA,NA
"614","2019-11-13 11:26:33-03","USP","SPF","223208","PreservedSpecimen","Plantae",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","Santos, MF","2015",NA,NA,"Verdi, M","6594","2013","10","15","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Alto Palácio; trilha para as Vellozia gigantea.","-43.518889","-19.247222","-43.518889","-19.247222",NA,"1308","1308",NA,NA,NA,NA,NA,NA,NA,"SPF00223208",NA,NA,NA,NA,NA
"615","2019-11-13 11:15:58-03","USP","SPF","218126","PreservedSpecimen","Plantae",NA,"Asteraceae","Acritopappus","longifolius","Acritopappus longifolius","(Gardner) R.M.King & H.Rob.","Pena, MA","2009",NA,NA,"Pena, MA","339","2007","07","07","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, afloramento das velózias gigantes.","-43.510556","-19.246944","-43.510556","-19.246944",NA,"1265","1265",NA,"Erva. Ramos com manchas vináceas. Raque esverdeado. Flor tubular branca.",NA,NA,NA,NA,NA,"SPF00218126",NA,NA,NA,NA,NA
"616","2019-11-13 11:15:58-03","USP","SPF","218350","PreservedSpecimen","Plantae",NA,"Asteraceae","Acritopappus","longifolius","Acritopappus longifolius","(Gardner) R.M.King & H.Rob.","Pena, MA","2009",NA,NA,"Pena, MA","5C","2008","03","11","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, afloramento das velózias gigantes.","-43.511667","-19.247222","-43.511667","-19.247222",NA,"1265","1265",NA,"Arbusto ca. 1 m alt. Folhas concolores. Ápice da inflorescência verde, capítulos verdes.",NA,NA,NA,NA,NA,"SPF00218350",NA,NA,NA,NA,NA
"617","2019-11-13 11:19:24-03","USP","SPF","230327","PreservedSpecimen","Plantae",NA,"Eriocaulaceae","Actinocephalus","geniculatus","Actinocephalus geniculatus","(Bong.) F.N.Costa","Trovó, MLO","2014","04",NA,"Verdi, M","6610","2013","10","15","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó","-43.518889","-19.247222","-43.518889","-19.247222",NA,"1308","1308",NA,NA,NA,NA,NA,NA,NA,"SPF00230327",NA,NA,NA,NA,NA
"618","2019-11-13 11:19:24-03","USP","SPF","218417","PreservedSpecimen","Plantae",NA,"Eriocaulaceae","Actinocephalus","polyanthus","Actinocephalus polyanthus","(Bong.) Sano","Pena, MA","2009",NA,NA,"Pena, MA","759","2008","03","11","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, lado direito, sentido Morro do Pilar.","-43.511667","-19.247222","-43.511667","-19.247222",NA,"1280","1280",NA,NA,NA,NA,NA,NA,NA,"SPF00218417",NA,NA,NA,NA,NA
"619","2019-11-21 10:12:15-03","USP","SPF","218436","PreservedSpecimen","Plantae",NA,"Eriocaulaceae","Actinocephalus","polyanthus","Actinocephalus polyanthus","(Bong.) Sano","Sano, PT; Almeida, RB","2019","10",NA,"Pena, MA","151","2007","05","30","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, afloramento das velózias gigantes.","-43.510556","-19.246944","-43.510556","-19.246944",NA,"1265","1265",NA,"Pilosidade esbranquiçada nas folhas e escapo. Flores alvas.",NA,NA,NA,NA,NA,"SPF00218436",NA,NA,NA,NA,NA
"620","2019-11-13 11:16:50-03","USP","SPF","228350","PreservedSpecimen","Plantae",NA,"Bignoniaceae","Fridericia","pubescens","Fridericia pubescens","(L.) L.G.Lohmann","Kaehler, M","2013","03",NA,"Labiak, PH","5417","2013","02","03","Brasil","Minas Gerais","Morro do Pilar","Estrada de Morro do Pilar para Santo Antonio do Rio Abaixo. Cerca de 2 km da cidade.","-43.605556","-19.386111","-43.605556","-19.386111",NA,"580","580",NA,NA,NA,NA,NA,NA,NA,"SPF00228350",NA,NA,NA,NA,NA
"621","2019-11-13 11:19:17-03","USP","SPF","218223","PreservedSpecimen","Plantae",NA,"Ericaceae","Agarista","duartei","Agarista duartei","(Sleumer) Judd","Pena, MA","2009",NA,NA,"Pena, MA","747","2008","03","11","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, lado direito, sentido Morro do Pilar.","-43.511667","-19.247222","-43.511667","-19.247222",NA,"1280","1280",NA,"Arbusto ca. 1 m. Frutos verdes. Sépalas verdes com ápice vináceo. Estigma vináceo.",NA,NA,NA,NA,NA,"SPF00218223",NA,NA,NA,NA,NA
"622","2019-11-13 11:19:17-03","USP","SPF","218261","PreservedSpecimen","Plantae",NA,"Ericaceae","Agarista","glaberrima","Agarista glaberrima","(Sleumer) Judd","Pena, MA","2009",NA,NA,"Pena, MA","657","2008","01","21","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, afloramento das velózias gigantes.","-43.510556","-19.246944","-43.510556","-19.246944",NA,"1265","1265",NA,"Arvoreta ca. 1,7 m. Caule castanho. Corola alvo-esverdeada. Botões verdes.",NA,NA,NA,NA,NA,"SPF00218261",NA,NA,NA,NA,NA
"623","2019-11-13 11:19:19-03","USP","SPF","218090","PreservedSpecimen","Plantae",NA,"Ericaceae","Agarista","pohlii","Agarista pohlii","G.Don","Pena, MA","2009",NA,NA,"Pena, MA","490","2007","09","07","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, afloramento das velózias gigantes.","-43.510556","-19.246944","-43.510556","-19.246944",NA,"1265","1265",NA,"Arvoreta. Ramo vináceo. Flores vermelhas. Sépalas persistentes vermelhas/vináceas.",NA,NA,NA,NA,NA,"SPF00218090",NA,NA,NA,NA,NA
"624","2019-11-13 11:19:19-03","USP","SPF","218295","PreservedSpecimen","Plantae",NA,"Ericaceae","Agarista","pohlii","Agarista pohlii","G.Don","Pena, MA","2009",NA,NA,"Pena, MA","23B","2008","03","11","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, afloramento das velózias gigantes.","-43.510556","-19.246944","-43.510556","-19.246944",NA,"1265","1265",NA,"Arbusto ca. 60 cm alt. Folhas concolores, brilhantes na face adaxial. Cálice vermelho, corola laranja.",NA,NA,NA,NA,NA,"SPF00218295",NA,NA,NA,NA,NA
