"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","monthIdentified","typeStatus","dayIdentified","coordinatePrecision","geoFlag","class","previousCatalogNumber","individualCount","relatedCatalogItem"
"706","2019-12-23 17:49:08-03","UFMG","BHCB","191644","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","monticola","Piptolepis monticola","Loeuille",NA,"2018","Souza, JAM; Paiva, JAM; Silva, SHA","290","2018","06","12","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé",NA,"Arbusto, 2,10m. Flor lilás. Fruto pappus castanhos.; Campo Rupestre Quartzítico.","BHCB191644",NA,"-43.314167","-18.401667","-43.314167","-18.401667","1377","1377",NA,"08",NA,"09",NA,NA,NA,NA,NA,NA
"707","2019-12-23 17:49:08-03","UFMG","BHCB","191650","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","monticola","Piptolepis monticola","Loeuille",NA,"2018","Souza, JAM; Paiva, JAM; Silva, SHA","304","2018","06","13","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé",NA,"Arbusto, 1,80m. Flor lilás.; Campo Rupestre Quartzítico.","BHCB191650",NA,"-43.341667","-18.398056","-43.341667","-18.398056","1880","1880",NA,"08",NA,"09",NA,NA,NA,NA,NA,NA
"708","2019-10-02 14:50:48-03","UFMG","BHCB","167195","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","colpodes","Senecio colpodes","Bong.",NA,NA,"Machado, TM; Gomides, SC","554","2013","10","23","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé.",NA,"Herbáceo. Folha verde, inflorescência passada.; Campo rupestre.","BHCB048528",NA,"-43.344722","-18.398056","-43.344722","-18.398056","1962","1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","2019-10-02 15:07:04-03","UFMG","BHCB","101984","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Sisyrinchium",NA,"Sisyrinchium",NA,NA,NA,"Almeida, TE; Assis, FC; Heringer, G; Viana, MM; Teles, AM; Corrêa, VF","588","2006","10","07","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,"Terrestre em Campo rupestre",NA,NA,"-43.323583","-18.39925","-43.323583","-18.39925","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","2019-10-02 15:03:57-03","UFMG","BHCB","143452","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum",NA,"Solanum","L.",NA,NA,"Souza, VC de; Souza, JP; Capellari Jr, L; Elias, SI; Forster, W","21066","1998","04","07","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,"Arbusto esguio, ca. 1,5 m de altura. Botões creme e frutos imaturos verdes.; Campo rupestre.","BHCB015947",NA,"-43.316944","-18.401389","-43.316944","-18.401389","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","2019-10-02 15:04:32-03","UFMG","BHCB","143461","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sellowianum","Solanum sellowianum","Sendtn.",NA,"2015","Souza, VC de; Souza, JP; Capellari Jr, L; Elias, SI; Forster, W","21052","1998","04","07","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé.",NA,"Arbusto, ca. 1m alt; flores alvas; Campo rupestre","BHCB016112",NA,"-43.317194","-18.401556","-43.317194","-18.401556","1500","1500",NA,"02",NA,NA,NA,NA,NA,NA,NA,NA
"712","2019-10-02 15:06:59-03","UFMG","BHCB","136693","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Syngonanthus","itambeensis","Syngonanthus itambeensis","Silveira",NA,NA,"Souza, VC de; Souza, JP; Capellari Jr, L; Elias, SI; Forster, W","21068","1998","04","07","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé., Campo rupestre.",NA,"Erva; capítulos creme.",NA,NA,"-43.317194","-18.401556","-43.317194","-18.401556","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","2019-10-02 15:06:12-03","UFMG","BHCB","191647","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","densiflora","Vriesea densiflora","Mez",NA,"2018","Souza, JAM; Paiva, JAM; Silva, SHA","300","2018","06","13","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé",NA,"Erva, 0,25m. Frutos imaturos verdes.; Campo Rupestre Quartzítico","BHCB191647",NA,"-43.3475","-18.398333","-43.3475","-18.398333","2049","2049",NA,"08",NA,"17",NA,NA,NA,NA,NA,NA
"714","2019-10-02 15:06:12-03","UFMG","BHCB","133729","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","medusa","Vriesea medusa","Versieux",NA,NA,"Versieux, LM; Calvente, AM; Louzada, RB","330","2006","10","11","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé, trilha para o pico do Itambé, depois da pinguela em direção ao pico",NA,"Heliófila, com brotos na axila das folhas mais externas. Bainha castanho-escuro em ambas as faces, lâmina verde, glauca, com ápice arroxeado. Pétalas, estigma, estames, anteras e filetes amarelos. Sépalas verde-claro, com ápice e bord","BHCB000100","BHCB000100","-43.333222","-18.397556","-43.333222","-18.397556","1764","1764",NA,NA,"Isotypus",NA,NA,NA,NA,NA,NA,NA
"715","2019-10-02 15:09:00-03","UFMG","BHCB","191646","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","graminosa","Xyris graminosa","Pohl ex Mart.",NA,"2018","Souza, JAM; Paiva, JAM; Silva, SHA","299","2018","06","13","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé",NA,"Erva, 0,30m. Flor amarela.; Campo Rupestre Quartzítico","BHCB191646",NA,"-43.348611","-18.398611","-43.348611","-18.398611","2059","2059",NA,"08",NA,"10",NA,NA,NA,NA,NA,NA
"716","2019-10-02 15:09:02-03","UFMG","BHCB","101991","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","nanuzae","Xyris nanuzae","Wand.",NA,"2018","Almeida, TE; Assis, FC; Heringer, G; Viana, MM; Teles, AM; Corrêa, VF","595","2006","10","07","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,"Terrestre; à beira de trilha em Campo natural","BHCB049163",NA,"-43.323583","-18.39925","-43.323583","-18.39925","150","150",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"717","2019-10-02 15:09:03-03","UFMG","BHCB","162799","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","rupicola","Xyris rupicola","Kunth",NA,"2018","Romão, GO; Latvis, M; Gissi, D","2577","2010","04","08","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé., campo rupestre",NA,"Erva, 20cm, flores amarelas","BHCB006270",NA,"-43.348333","-18.395833","-43.348333","-18.395833",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"718","2019-10-02 15:01:55-03","UFMG","BHCB","59776","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","gardneriana","Myrsine gardneriana","A.DC.",NA,NA,"Furlan, A; et al.","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"719","2020-02-18 22:19:56-03","UFMG","BHCB","52927","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,"Hatschbach, G; et al.","393",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"720","2019-10-02 14:54:59-03","UFMG","BHCB","61587","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","angusta","Vismia angusta","Miq.",NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"721","2019-10-02 14:56:02-03","UFMG","BHCB","5445","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","DC.",NA,NA,"Souza, VC de; et al.","8396","1995","03","13","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,"Beira de estrada;arbusto;Pico do Itambé;frutos imaturos verdes;",NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"722","2019-10-02 15:07:01-03","UFMG","BHCB","70366","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Syngonanthus","vernonioides","Syngonanthus vernonioides","Ruhland",NA,NA,"Zappi, DC","11252",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"723","2020-02-18 22:20:41-03","UFMG","BHCB","44684","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Casearia","arborea","Casearia arborea","(Rich.) Urb.",NA,NA,"Hatschbach, G; et al.","s.n.","1997","11","21","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,"Árvore 4m., flor creme. Mata degradada",NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"724","2020-02-18 22:19:31-03","UFMG","BHCB","70777","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Matelea","pedalis","Matelea pedalis","(E.Fourn.) Fontella & E.A.Schwarz",NA,NA,"Hatschbach, G","27510",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"725","2020-03-16 20:33:28-03","UFMG","BHCB","76684","PreservedSpecimen","Plantae","Dicotyledon",NA,"Plantaginaceae","Stemodia","stellata","Stemodia stellata","B.L.Turner",NA,NA,"Souza, VC de","28474","2002","02","26","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"726","2020-02-18 22:19:31-03","UFMG","BHCB","59968","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Blepharodon","nitidum","Blepharodon nitidum","(Vell.) J.F.Macbr.",NA,NA,"Hatschbach, G; et al.","67390",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"727","2019-10-02 15:05:26-03","UFMG","BHCB","134765","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","emarginata","Vochysia emarginata","(Vahl) Pohl",NA,NA,"Souza, VC de; Miyagi, PH; Souza, JP","8369","1995","03","12","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Estrada para o Pico do Itambé, Início da estrada. Prensado em álcool 70",NA,"Arvoreta esguia, ca. 6m alt.; flores amarelas. Beira de curso d'água",NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"728","2020-03-16 20:33:27-03","UFMG","BHCB","201755","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Stryphnodendron","polyphyllum","Stryphnodendron polyphyllum","Mart.",NA,"1997","Souza, VC de; Miyagi, PH; Souza, JP","8366","1995","03","12","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Início da estrada para o pico do Itambé",NA,"Arbusto, ca. 3m de altura, flores vinho; Beira da estrada","BHCB201755",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","800",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"729","2020-03-16 20:32:58-03","UFMG","BHCB","160017","PreservedSpecimen","Plantae","Dicotyledon",NA,"Anacardiaceae","Tapirira","obtusa","Tapirira obtusa","(Benth.) J.D.Mitch.",NA,"2000","Souza, VC de; Miyagi, PH; Souza, JP","8414","1995","03","12","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Início da estrada para o pico do Itambé.",NA,"Prensado em álcool 70°; Árvore, ca. 6m alt. Frutos negros.; Beira de estrada.","BHCB056215",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,"02",NA,NA,"19014","auto",NA,NA,NA,NA
"730","2019-10-02 14:53:14-03","UFMG","BHCB","136679","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera","Mart.",NA,NA,"Souza, VC de; Miyagi, PH; Souza, JP","8383","1995","03","12","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Início da estrada para o Pico do Itambé.",NA,"Árvore , até 6m alt.; botões creme. Beira de mata.",NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"731","2019-10-02 15:04:32-03","UFMG","BHCB","103960","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sellowianum","Solanum sellowianum","Sendtn.",NA,NA,"Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","263","2006","06","10","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé, descida do Pico do Itambé.",NA,"Arbusto ereto, ca. 2m alt. Flores brancas. Planta prensada em álcool.",NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"732","2019-10-02 14:50:56-03","UFMG","BHCB","103951","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Symphyopappus","reitzii","Symphyopappus reitzii","(Cabrera) R.M.King & H.Rob.",NA,"2013","Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","254","2006","10","06","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé., Descida do Pico do Itambé.",NA,"Plantas do Brasil. Borda de mata de grota. Arbustivo ereto, ca. 1,6m. Capítulos com brácteas involucrais e flores vináceas. PLANTA PRENSADA EM ÁLCOOL.; Arbusto ereto, ca. 1,6m de altura. Capítulos com brácteas involucrais e flores vin","BHCB019454",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"03",NA,NA,"19014","auto",NA,NA,NA,NA
"733","2019-10-02 14:50:24-03","UFMG","BHCB","103956","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","brunioides","Lychnophora brunioides","Mart.",NA,"2015","Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","259","2006","10","06","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé., Descida do Pico do Itambé.",NA,"Plantas do Brasil. PLANTA PRENSADA EM ÁLCOOL; Arbustivo ereto, ca. 1m. Capítulos com flores lilás.; Borda de mata de grota.","BHCB025623",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"06",NA,NA,"19014","auto",NA,NA,NA,NA
"734","2019-10-02 14:49:18-03","UFMG","BHCB","103954","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Aspilia","subpetiolata","Aspilia subpetiolata","Baker",NA,NA,"Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","257","2006","10","06","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé. Pico do Itambé.",NA,"Plantas do Brasil. Subarbusto ereto, ca. 1 m alt. Capítulos com flores amarelas. PLANTA PRENSADA EM ÁLCOOL.",NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"735","2019-10-02 14:49:12-03","UFMG","BHCB","103947","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acritopappus","longifolius","Acritopappus longifolius","R.M.King & H.Rob.",NA,NA,"Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","250","2006","05","10","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé. Pico do Itambé.",NA,"Plantas do Brasil. Arbusto ereto, ca. 1,7 m alt. PLANTA PRENSADA EM ÁLCOOL.",NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"736","2019-10-02 14:51:01-03","UFMG","BHCB","103938","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Verbesina","floribunda","Verbesina floribunda","Gardner",NA,"2018","Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","241","2006","10","05","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé. Pico do Itambé., Subida para o pico.",NA,"Arbustivo ereto, ca. 2m. Capítulos com flores amarelas.","BHCB020397",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"05",NA,NA,"19014","auto",NA,NA,NA,NA
"737","2019-10-02 14:50:40-03","UFMG","BHCB","103941","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Piptolepis","pseudomyrtus","Piptolepis pseudomyrtus","(A.St.-Hil.) Sch.Bip.",NA,NA,"Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","244","2006","10","05","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé., Subida para o pico.",NA,"Arbusto ereto, ca. 1,7 m alt. Capítulos com flores lilás. PLANTA PRENSADA EM ÁLCOOL",NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"738","2019-10-02 15:04:32-03","UFMG","BHCB","103939","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","sellowianum","Solanum sellowianum","Sendtn.",NA,"2006","Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","242","2006","05","10","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé, subida para o Pico do Itambé.",NA,"Planta prensada em álcool.; Arbusto ereto, ca. 2,5m alt. Flores brancas, pêndulas.","BHCB050742",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"739","2019-10-02 14:50:48-03","UFMG","BHCB","103955","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","colpodes","Senecio colpodes","Bong.",NA,NA,"Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","258","2006","10","06","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé., Subida para o Pico do Itambé.",NA,"Plantas do Brasil. Grandes populações na área. Herbáceo ereto, ca. 1,4m. Capítulos com flores amarelas. PLANTA PRENSADA EM ÁLCOOL.",NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"740","2019-10-02 14:50:48-03","UFMG","BHCB","103944","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","colpodes","Senecio colpodes","Bong.",NA,NA,"Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","247","2006","10","05","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé., Subida para o Pico do Itambé.",NA,"Plantas do Brasil. Grandes populações na área. Herbáceo ereto, ca. 0,7m. Capítulos com flores amarelas. PLANTA PRENSADA EM ÁLCOOL.",NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"741","2019-10-02 14:50:58-03","UFMG","BHCB","103950","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Trichogonia","hirtiflora","Trichogonia hirtiflora","(DC.) Sch.Bip. & Baker",NA,NA,"Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","253","2006","10","05","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé., Subida para o Pico do Itambé.",NA,"Plantas do Brasil. Subarbustivo ereto, ca. 0,6m. Capítulos com flores lilás. PLANTA PRENSADA EM ÁLCOOL.",NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"742","2019-10-02 14:49:38-03","UFMG","BHCB","103949","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Calea",NA,"Calea","L.",NA,NA,"Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","252","2006","05","10","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé., Subida para o Pico do Itambé.",NA,"Plantas do Brasil. PLANTA PRENSADA EM ÁLCOOL; Erva ereta, ca. 0,15m alt. Capítulos com flores amarelas.","BHCB036524",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"743","2019-10-02 14:50:48-03","UFMG","BHCB","103948","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","macrotis","Senecio macrotis","Baker",NA,NA,"Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","251","2006","05","10","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé., Subida para o Pico do Itambé.",NA,"Plantas do Brasil. Grandes populações na área. Herbáceo robusto, ereto, ca. 1m. Capítulos com flores amarelas. PLANTA PRENSADA EM ÁLCOOL.",NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"744","2019-10-02 14:50:48-03","UFMG","BHCB","103943","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","colpodes","Senecio colpodes","Bong.",NA,NA,"Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","246","2006","10","05","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé., Subida para o Pico do Itambé.",NA,"Plantas do Brasil. Grandes populações na área. Herbáceo ereto, ca. 0,6m. Capítulos com flores amarelas. PLANTA PRENSADA EM ÁLCOOL.",NA,NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
